region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long
new york city,4900,2008.0,chrysler,sebring,excellent,6 cylinders,gas,125000.0,clean,automatic,fwd,mid-size,convertible,blue,ny,40.4876,-73.4357
indianapolis,0,2014.0,,Freightliner Cascadia,,,diesel,100.0,clean,automatic,,,,,in,36.0127,-86.56
santa barbara,19990,2017.0,nissan,rogue s (2017.5) sport,good,,gas,37902.0,clean,automatic,fwd,,hatchback,red,ca,33.7865,-84.4454
milwaukee,31495,2017.0,bmw,x5,excellent,,gas,62237.0,clean,automatic,4wd,,,,wi,41.99578,-88.16729
new york city,7999,2010.0,buick,enclave,,,gas,117897.0,clean,automatic,,,SUV,black,ny,40.86257,-74.09656
milwaukee,18523,2017.0,ford,police interceptor utility,good,6 cylinders,gas,63428.0,clean,automatic,4wd,,wagon,black,wi,43.122772,-88.52791
northwest CT,8998,2012.0,subaru,impreza,,,gas,133374.0,clean,manual,,compact,wagon,blue,ct,41.931038,-72.76713
hanford-corcoran,32990,2017.0,audi,a6 3.0t prestige sedan 4d,good,,other,42247.0,clean,other,,,sedan,silver,ca,36.27,-119.63
seattle-tacoma,13000,2013.0,honda,civic,,,gas,56598.0,clean,automatic,fwd,compact,sedan,,wa,47.72273,-122.34417
indianapolis,7900,2005.0,cadillac,escalade,good,,gas,168000.0,rebuilt,automatic,,,,,in,39.766003,-86.0923
south florida,11551,2008.0,lexus,rx 350,,6 cylinders,gas,112892.0,clean,automatic,4wd,mid-size,SUV,silver,fl,26.758612,-80.076096
fayetteville,18793,2017.0,chrysler,pacifica,,,gas,106091.0,clean,automatic,fwd,,van,,ar,38.4018,-93.785
boston,32990,2017.0,gmc,sierra 1500 double cab sle,good,8 cylinders,gas,70418.0,clean,other,4wd,,pickup,blue,ma,42.26,-71.0
klamath falls,2000,1999.0,subaru,forester,good,,gas,290000.0,clean,automatic,,,,,or,42.1919,-121.7241
chicago,6500,1996.0,jeep,cherokee,,,gas,200000.0,clean,automatic,,,,,il,41.4957,-87.3509
elmira-corning,31990,2017.0,audi,a4 allroad premium wagon 4d,good,,other,22297.0,clean,other,,,wagon,black,ny,42.08,-76.8
birmingham,3800,2003.0,chrysler,pt cruiser gt,good,4 cylinders,gas,150000.0,clean,automatic,,mid-size,sedan,,al,33.6339,-86.5981
houston,8900,2015.0,kia,optima,excellent,4 cylinders,gas,120323.0,clean,automatic,fwd,compact,sedan,black,tx,29.832441,-95.530945
madison,12985,2013.0,ford,edge,excellent,6 cylinders,gas,91315.0,rebuilt,automatic,4wd,mid-size,SUV,silver,wi,44.408623,-89.88172
bakersfield,17590,2018.0,ford,ecosport ses sport utility,good,,other,23724.0,clean,automatic,4wd,,hatchback,black,ca,35.38,-119.02
baltimore,31590,2018.0,bmw,4 series 430i gran coupe,good,,other,10130.0,clean,other,rwd,,coupe,black,md,39.3,-76.61
stockton,26588,2017.0,ford,f-150 xl,good,6 cylinders,gas,76435.0,clean,automatic,rwd,,pickup,red,ca,38.610767,-121.422554
ann arbor,4471,2009.0,mercury,sable base,excellent,6 cylinders,gas,125427.0,,automatic,,,other,,mi,42.568134,-83.813675
asheville,12999,2014.0,toyota,camry,,,gas,117046.0,clean,automatic,,,,blue,nc,35.299465,-82.439766
mcallen / edinburg,16900,2016.0,jeep,cherokee latitude 4 x 4,excellent,6 cylinders,gas,63833.0,clean,automatic,4wd,mid-size,SUV,red,tx,26.2792,-98.1832
pittsburgh,14900,1997.0,ford,f250 diesel powerstroke 4x4,,,diesel,234000.0,clean,automatic,,,,,pa,40.855606,-80.542404
lehigh valley,500,2016.0,jeep,patriot,excellent,4 cylinders,gas,154119.0,clean,automatic,fwd,mid-size,sedan,black,pa,40.6516,-75.224
milwaukee,15500,2008.0,chrysler,town & country lx,good,6 cylinders,gas,86640.0,clean,automatic,fwd,,other,silver,wi,,
plattsburgh-adirondacks,0,2021.0,subaru,outback,new,,gas,4.0,clean,automatic,,,SUV,white,ny,42.905975,-73.21806
bowling green,9500,1999.0,ford,f350,,,diesel,287000.0,clean,manual,4wd,,,,ky,36.9882,-85.9221
santa fe / taos,34590,2019.0,chevrolet,silverado 1500 ld,good,8 cylinders,gas,22722.0,clean,other,4wd,,pickup,brown,nm,35.67,-105.95
tucson,32000,2016.0,ford,f-150,excellent,6 cylinders,gas,78000.0,clean,automatic,4wd,,truck,,az,31.962793,-110.77206
flagstaff / sedona,7500,2012.0,,exterior. Sportage,good,,gas,138000.0,lien,manual,,mid-size,,silver,az,34.894203,-111.874245
huntsville / decatur,21900,2013.0,ford,f350,,,gas,181000.0,clean,automatic,,,,,al,35.266,-87.32225
eastern panhandle,21995,2013.0,ford,f150 stx super cab,,,gas,118939.0,clean,automatic,,,,,wv,39.58788,-78.249374
south florida,3600,1999.0,buick,park avenue,,,gas,185761.0,clean,automatic,,,,,fl,26.260757,-80.117966
syracuse,29990,2017.0,jeep,wrangler unlimited sport,good,6 cylinders,gas,26965.0,clean,other,4wd,,SUV,,ny,43.04,-76.14
norfolk / hampton roads,19491,2013.0,lexus,rx 450h,,6 cylinders,hybrid,79893.0,clean,automatic,fwd,mid-size,SUV,white,va,,
cleveland,30990,2018.0,dodge,durango sxt sport utility,good,6 cylinders,gas,688.0,clean,other,,,SUV,white,oh,41.47,-81.67
SF bay area,9391,2011.0,bmw,3 series,,6 cylinders,gas,115253.0,clean,automatic,4wd,compact,sedan,white,ca,37.50137,-121.95676
western maryland,16590,2015.0,volkswagen,beetle 1.8t fleet,good,,gas,39649.0,clean,other,fwd,,hatchback,black,md,33.779213,-84.41181
cleveland,28500,2005.0,chevrolet,corvette,like new,,gas,17500.0,clean,manual,,,,red,oh,41.3872,-81.3042
humboldt county,3000,1970.0,volkswagen,,,4 cylinders,gas,9999999.0,clean,manual,,,,,ca,40.7938,-124.1573
new hampshire,14850,2017.0,subaru,impreza,,4 cylinders,gas,37758.0,clean,automatic,,,sedan,black,nh,42.7564,-71.4667
wenatchee,0,2017.0,chevrolet,silverado 1500 lt 4x4,,,gas,66942.0,clean,automatic,4wd,,truck,silver,wa,46.234837,-119.12801
little rock,6300,2009.0,toyota,camry,like new,4 cylinders,gas,118811.0,rebuilt,automatic,,,sedan,,ar,34.42277,-93.10017
twin falls,622,2019.0,ford,f-150 xlt,good,,gas,41956.0,clean,other,,,pickup,white,id,42.68499,-114.517426
kalispell,13999,2015.0,ford,escape titanium 4x4 gas suv,,,gas,128116.0,clean,automatic,4wd,,SUV,black,mt,47.65613,-117.236946
phoenix,3700,2009.0,honda,civic gx,good,4 cylinders,other,92281.0,clean,automatic,fwd,compact,sedan,white,az,33.9235,-112.1279
madison,33994,2017.0,ford,f-150 xlt sport 4x4 crew,excellent,,gas,69069.0,clean,automatic,4wd,,,,wi,42.821274,-89.63303
philadelphia,4395,2005.0,subaru,forester (natl),excellent,,gas,155220.0,clean,automatic,4wd,,hatchback,silver,pa,40.185944,-74.74987
jacksonville,1200,2004.0,ford,f-350,,,gas,180000.0,clean,automatic,,,,,fl,30.1382,-81.7742
peoria,14200,2004.0,ram,2500,,,diesel,201000.0,clean,automatic,,,,,il,40.918976,-89.92638
chicago,19990,2019.0,mitsubishi,eclipse cross sp,good,,gas,35313.0,clean,other,4wd,,hatchback,white,il,41.64,-87.63
hartford,9995,2016.0,,JEEP* RENEGADE*,,,gas,129262.0,clean,manual,,mid-size,other,white,ct,41.658367,-72.86661
albany,30997,2014.0,ram,2500,excellent,,gas,92098.0,clean,automatic,4wd,,pickup,,ny,42.59818,-73.7083
boone,31590,2017.0,jeep,wrangler unlimited sport,good,6 cylinders,gas,35391.0,clean,other,4wd,,SUV,black,nc,36.2,-81.66
sarasota-bradenton,6999,2006.0,,2006 mercedez benz r-350,good,,gas,1.0,clean,automatic,,,,,fl,27.4072,-82.5303
jackson,900,2007.0,buick,lucerne,excellent,,gas,70000.0,clean,automatic,fwd,,,,ms,32.250324,-90.20874
salem,0,2019.0,chevrolet,silverado 1500,,8 cylinders,gas,20007.0,clean,automatic,4wd,,truck,,or,44.819992,-122.7997
houston,0,2017.0,gmc,sierra slt,,,gas,73347.0,clean,automatic,,,,,tx,29.814917,-95.48515
tulsa,4300,2007.0,,poniac g6,excellent,4 cylinders,gas,113000.0,clean,automatic,fwd,,sedan,blue,ok,36.1459,-95.8514
madison,11950,2011.0,bmw,x5 xdrive35i awd luxury suv,,,gas,115905.0,clean,automatic,,,,,wi,44.8346,-91.5159
kenosha-racine,29990,2012.0,toyota,tacoma double cab pickup,good,6 cylinders,gas,43182.0,clean,other,4wd,,pickup,white,wi,42.72,-87.8
SF bay area,5991,2012.0,ford,escape,,4 cylinders,gas,212631.0,clean,automatic,fwd,,SUV,green,ca,38.240604,-122.08716
wilmington,0,2020.0,ford,fusion,good,4 cylinders,gas,10360.0,clean,automatic,rwd,,sedan,white,nc,33.71151,-78.909584
tallahassee,51693,2020.0,ford,f150 lariat,,,gas,7655.0,clean,automatic,,,,,fl,29.801937,-82.52937
norfolk / hampton roads,0,2015.0,jeep,wrangler unlimited,,6 cylinders,gas,59048.0,clean,automatic,4wd,,SUV,,va,36.90458,-76.1336
baton rouge,7500,1959.0,,IH Metro,good,6 cylinders,gas,67799.0,clean,manual,rwd,,bus,,la,30.440653,-91.154594
birmingham,16500,2018.0,ford,fusion,,4 cylinders,gas,58059.0,clean,other,fwd,,sedan,red,al,34.2056,-86.85834
hickory / lenoir,30990,2016.0,gmc,sierra 1500 double cab sle,good,8 cylinders,gas,27754.0,clean,other,,,pickup,white,nc,35.73,-81.32
syracuse,13995,2014.0,subaru,forester,,4 cylinders,gas,128638.0,clean,automatic,,,SUV,blue,ny,43.0651,-76.4598
las cruces,6500,1999.0,ram,,good,8 cylinders,gas,68000.0,clean,automatic,4wd,full-size,truck,white,nm,32.29122,-106.80003
reno / tahoe,21990,2017.0,chrysler,pacifica touring-l,good,6 cylinders,gas,20941.0,clean,other,fwd,,van,silver,ca,33.779213,-84.41181
tucson,7100,2013.0,dodge,grand caravan,like new,,gas,126000.0,clean,automatic,,full-size,mini-van,black,az,32.2434,-111.0179
modesto,9500,2012.0,hyundai,santa fe sesuv 6a,excellent,6 cylinders,gas,84815.0,,automatic,,,SUV,,ca,37.63787,-120.975296
los angeles,10995,2015.0,kia,soul wgn auto,excellent,4 cylinders,gas,80435.0,,other,,,wagon,,ca,34.200832,-118.571556
baltimore,4800,2011.0,bmw,128i coupe,excellent,6 cylinders,gas,168726.0,clean,automatic,rwd,mid-size,coupe,red,md,39.2058,-76.7531
battle creek,10995,2013.0,ford,explorer,,,gas,120551.0,clean,automatic,,,,,mi,43.1824,-84.1122
minneapolis / st paul,15900,2014.0,chrysler,town country,excellent,,gas,98425.0,clean,automatic,fwd,,,silver,mn,44.843678,-93.021736
albuquerque,61995,2020.0,chevrolet,tahoe lt 4x4,like new,8 cylinders,gas,31557.0,clean,automatic,4wd,full-size,SUV,custom,nm,35.087326,-106.55682
des moines,11988,2013.0,lincoln,mkx,,,gas,124089.0,clean,automatic,,,,,ia,41.1345,-96.2458
little rock,2800,1997.0,toyota,4runner 4x4 limited,fair,6 cylinders,gas,1.0,clean,automatic,4wd,,,,ar,35.278,-93.134
macon / warner robins,10995,2003.0,ford,excursion,excellent,,gas,197926.0,clean,automatic,rwd,,SUV,silver,ga,34.139587,-83.97114
tulsa,11950,2016.0,hyundai,elantra se,like new,4 cylinders,gas,29455.0,clean,automatic,fwd,,,,ok,36.117493,-95.831856
space coast,1,2014.0,cadillac,cts-v coupe,excellent,8 cylinders,gas,23505.0,clean,other,4wd,mid-size,coupe,grey,fl,28.466087,-81.39643
bakersfield,29950,2019.0,chevrolet,express cargo van,excellent,8 cylinders,gas,18185.0,,automatic,,,van,,ca,34.076748,-117.89112
philadelphia,5000,2016.0,dodge,durango,excellent,,gas,102413.0,clean,automatic,4wd,,SUV,,pa,39.928562,-75.195885
kennewick-pasco-richland,14995,2019.0,honda,civic,,4 cylinders,gas,61402.0,rebuilt,automatic,fwd,,other,red,wa,46.2522,-119.288
charleston,14500,2010.0,lexus,is350,excellent,6 cylinders,gas,90000.0,clean,automatic,,mid-size,,white,wv,38.205585,-81.39566
baltimore,7999,2012.0,honda,pilot,,6 cylinders,gas,190000.0,clean,automatic,4wd,mid-size,SUV,red,md,39.2946,-76.6252
bloomington-normal,35990,2015.0,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,4899.0,clean,other,rwd,,coupe,red,il,40.47,-88.97
charlotte,39000,2016.0,mercedes-benz,benz s550 4matic,excellent,8 cylinders,gas,69980.0,clean,automatic,4wd,,sedan,black,nc,35.59091,-80.84841
charlottesville,14000,1979.0,mercedes-benz,450sl,excellent,8 cylinders,gas,103000.0,clean,automatic,rwd,mid-size,convertible,brown,va,37.8984,-77.7966
monterey bay,17225,2017.0,volkswagen,golf,,,gas,36646.0,clean,automatic,fwd,,,black,ca,36.613655,-121.84472
jacksonville,1,2018.0,mercedes-benz,glc,excellent,4 cylinders,gas,23885.0,clean,other,4wd,compact,wagon,white,fl,28.466087,-81.39643
palm springs,4900,2010.0,ford,focus ses,excellent,4 cylinders,gas,102000.0,clean,automatic,,,coupe,,ca,33.745144,-116.35181
visalia-tulare,58990,2019.0,chevrolet,silverado 6500hd,excellent,,diesel,15.0,clean,automatic,,,,white,ca,36.533226,-119.576485
richmond,12995,2013.0,jeep,grand cherokee laredo,excellent,6 cylinders,gas,154966.0,clean,automatic,4wd,,SUV,green,in,39.836224,-84.79471
new haven,4250,2007.0,honda,civic lx,good,4 cylinders,gas,162000.0,clean,automatic,fwd,,sedan,,ct,41.38226,-72.916916
new haven,15995,2015.0,chevrolet,traverse,excellent,6 cylinders,gas,79660.0,clean,automatic,4wd,full-size,SUV,white,ct,41.470867,-72.967545
fort wayne,7230,2011.0,subaru,outback 2.5i limited,good,4 cylinders,gas,160939.0,clean,automatic,4wd,mid-size,wagon,silver,in,41.36692,-85.13415
erie,6800,2007.0,bmw,525i,excellent,6 cylinders,gas,112000.0,clean,automatic,,,sedan,silver,pa,42.0976,-80.0935
des moines,19921,2016.0,honda,accord sedan ex-l,good,,other,48138.0,clean,automatic,fwd,,sedan,red,ia,41.653786,-93.6987
bend,0,2011.0,subaru,outback 2.5i limited na,,4 cylinders,gas,105631.0,clean,automatic,4wd,,wagon,,or,45.38598,-122.6083
north jersey,5995,2011.0,honda,accord lx-p,like new,,gas,163000.0,clean,automatic,,,,,nj,40.9143,-74.1671
grand rapids,33350,2020.0,ford,mustang,,4 cylinders,gas,2014.0,clean,manual,rwd,,convertible,green,mi,42.449123,-85.66953
missoula,40998,2018.0,chevrolet,silverado,,8 cylinders,gas,48720.0,clean,automatic,4wd,,truck,,mt,47.69606,-116.7814
ann arbor,7800,2012.0,chevrolet,impala ltz,excellent,6 cylinders,gas,130000.0,clean,automatic,fwd,,sedan,white,mi,42.2791,-83.7437
louisville,15000,2012.0,acura,mdx,excellent,6 cylinders,gas,104000.0,clean,automatic,4wd,,SUV,silver,ky,38.2683,-85.4845
wichita falls,46988,2017.0,chevrolet,silverado,like new,8 cylinders,gas,27792.0,clean,automatic,4wd,,,,tx,35.199,-97.4841
south bend / michiana,6700,2011.0,nissan,maxima 3.5 sv,like new,6 cylinders,gas,134388.0,clean,automatic,fwd,full-size,sedan,silver,in,41.7478,-86.2501
galveston,37590,2012.0,chevrolet,corvette coupe 2d,good,,other,30323.0,clean,other,rwd,,coupe,black,tx,29.3,-94.79
reno / tahoe,18991,2014.0,honda,accord,,,gas,72225.0,clean,automatic,,,coupe,black,ca,38.59777,-121.40306
columbus,18971,2019.0,subaru,impreza,excellent,4 cylinders,gas,11378.0,clean,automatic,4wd,compact,sedan,silver,oh,40.064137,-82.99807
tri-cities,16729,2015.0,hyundai,santa fe sport,,4 cylinders,gas,78710.0,clean,automatic,fwd,mid-size,SUV,custom,tn,36.2932,-82.30898
las vegas,21900,1999.0,ram,2500,,6 cylinders,diesel,100083.0,clean,automatic,4wd,,pickup,white,nv,40.362247,-111.78595
south dakota,9850,2005.0,chevrolet,silverado 1500,,,gas,154163.0,clean,automatic,,,pickup,white,sd,45.3151,-97.5254
hartford,3995,2008.0,ford,explorer 4x4,good,6 cylinders,gas,189000.0,clean,automatic,4wd,full-size,SUV,custom,ct,42.5959,-72.2267
beaumont / port arthur,34590,2019.0,chevrolet,colorado crew cab z71,good,6 cylinders,gas,7711.0,clean,other,,,pickup,,tx,30.08,-94.14
new orleans,5200,2012.0,toyota,,,,gas,120000.0,clean,automatic,,,,,la,30.493523,-90.42778
cape cod / islands,12000,2011.0,ford,f250 super duty xlt,good,8 cylinders,gas,148000.0,clean,automatic,4wd,full-size,pickup,silver,ma,41.659832,-70.128525
central michigan,18500,2012.0,chevrolet,silverado 1500 lt 4x4,good,8 cylinders,gas,163000.0,clean,automatic,4wd,full-size,pickup,,mi,43.42944,-85.46526
boston,6500,2006.0,ford,f150 xlt,excellent,8 cylinders,gas,217000.0,clean,automatic,fwd,full-size,truck,grey,ma,42.5942,-71.013
morgantown,10999,1994.0,jeep,cherokee,good,6 cylinders,gas,105000.0,clean,automatic,4wd,mid-size,SUV,red,wv,39.4293,-80.1718
western slope,38900,2017.0,ford,f150 supercrew cab,,6 cylinders,gas,57337.0,clean,automatic,4wd,,pickup,blue,co,39.181877,-108.57772
san antonio,11500,2008.0,lexus,gs 460,excellent,8 cylinders,gas,99000.0,clean,automatic,rwd,,,white,tx,29.5395,-98.4194
yakima,1950,2000.0,mercury,sable,good,6 cylinders,gas,130000.0,clean,automatic,fwd,full-size,wagon,white,wa,46.6556,-120.54
milwaukee,5999,2007.0,toyota,camry,,,gas,151120.0,clean,automatic,,,,,wi,43.016514,-88.03949
nashville,17999,2017.0,ford,escape,,4 cylinders,gas,43100.0,,automatic,4wd,,SUV,,tn,36.138023,-86.73226
appleton-oshkosh-FDL,33590,2019.0,ford,ranger supercrew xlt pickup,good,,gas,7576.0,clean,other,,,pickup,white,wi,44.26,-88.39
"quad cities, IA/IL",6950,2011.0,hyundai,sonata se,,4 cylinders,gas,88900.0,rebuilt,automatic,,,,,il,41.613,-90.6063
western maryland,36590,2019.0,bmw,4 series 440i xdrive gran,good,,gas,17647.0,clean,other,,,coupe,black,md,33.779213,-84.41181
akron / canton,106999,2021.0,chevrolet,corvette,excellent,8 cylinders,gas,548.0,clean,automatic,rwd,,coupe,,oh,41.038963,-81.575745
madison,0,2006.0,ford,f550,,,diesel,0.0,clean,other,,,other,white,wi,,
columbus,34499,2016.0,ford,f-250sd,excellent,,gas,101332.0,clean,automatic,4wd,,pickup,,oh,39.337093,-82.94917
omaha / council bluffs,19995,2011.0,chevrolet,silverado,,,other,134857.0,clean,automatic,,,pickup,blue,ia,41.424187,-96.49991
los angeles,3200,2005.0,mercedes-benz,benz,fair,4 cylinders,gas,108999.0,clean,automatic,rwd,compact,sedan,brown,ca,33.9168,-118.0116
reno / tahoe,29765,2014.0,ford,explorer,,,other,53949.0,clean,automatic,4wd,,SUV,black,ca,39.49115,-119.79032
columbia,49900,2018.0,ford,f150 lariat,excellent,6 cylinders,gas,31000.0,clean,automatic,4wd,full-size,pickup,blue,sc,34.1388,-80.8892
grand rapids,4495,2009.0,pontiac,g6,,,gas,122949.0,clean,automatic,,,,,mi,43.1824,-84.1122
tucson,12999,2007.0,rover,,like new,8 cylinders,gas,108827.0,clean,automatic,4wd,full-size,SUV,white,az,32.2068,-110.95869
wichita,12588,2017.0,ford,focus,,,gas,68958.0,clean,automatic,,,,,ks,35.199,-97.4841
sarasota-bradenton,4500,2001.0,toyota,camry,,4 cylinders,gas,128001.0,clean,automatic,fwd,,sedan,,fl,27.3297,-82.530266
fort collins / north CO,18500,1952.0,,studebaker champion,excellent,6 cylinders,gas,50148.0,clean,manual,rwd,full-size,sedan,blue,co,40.2993,-105.1055
western KY,6500,2004.0,chevrolet,silverado 1500,fair,,gas,207157.0,clean,automatic,4wd,full-size,truck,silver,ky,36.868084,-87.48328
tampa bay area,24998,2015.0,ram,1500,,,gas,143545.0,clean,automatic,4wd,,pickup,black,fl,28.01567,-82.45978
toledo,13995,2014.0,nissan,pathfinder,,,gas,96003.0,clean,automatic,4wd,,wagon,white,oh,42.33037,-83.27215
lehigh valley,17995,2011.0,chevrolet,silverado,,,diesel,176226.0,clean,automatic,4wd,,pickup,white,pa,40.894535,-74.15237
corpus christi,20906,2017.0,audi,q5,,4 cylinders,gas,88739.0,clean,automatic,4wd,mid-size,SUV,black,tx,27.703573,-97.34505
madison,7500,2013.0,dodge,journey,,6 cylinders,gas,139517.0,clean,automatic,4wd,,,black,wi,43.4825,-89.7462
los angeles,31995,2018.0,jeep,wrangler jk,good,6 cylinders,gas,78351.0,clean,automatic,4wd,full-size,SUV,black,ca,33.94641,-117.29512
stockton,21999,2013.0,mercedes-benz,s-class,excellent,8 cylinders,gas,90322.0,clean,automatic,rwd,full-size,sedan,silver,ca,38.608932,-121.43019
orlando,18329,2018.0,toyota,corolla,,4 cylinders,gas,25621.0,clean,automatic,fwd,mid-size,sedan,custom,fl,28.792414,-81.2313
maine,11000,2006.0,chevrolet,silverado 3500,,,gas,132600.0,clean,automatic,,,,,me,43.6843,-70.358
las vegas,21000,2008.0,ford,f-250 super duty,,,diesel,116500.0,clean,automatic,,,truck,,nv,36.070305,-115.02926
cincinnati,0,2018.0,cadillac,escalade,excellent,8 cylinders,gas,35618.0,clean,automatic,4wd,full-size,SUV,black,oh,39.28685,-84.46832
kennewick-pasco-richland,44999,2018.0,ram,1500 sport 4x4 1/2 ton,,,gas,14406.0,clean,automatic,4wd,,truck,black,wa,46.234837,-119.12801
atlanta,7995,2003.0,dodge,grand caravan wheelchair h,,,gas,75000.0,clean,automatic,,,,,ga,33.8656,-84.0725
tyler / east TX,1000,2005.0,honda,civic lx,,,gas,277000.0,clean,automatic,,,,,tx,33.336666,-95.09877
humboldt county,29995,2015.0,toyota,tacoma,,,gas,43944.0,clean,automatic,fwd,,pickup,silver,ca,38.22774,-122.6194
south florida,6700,2017.0,chevrolet,,excellent,4 cylinders,gas,46000.0,rebuilt,automatic,fwd,compact,sedan,silver,fl,26.227737,-80.3289
charlotte,0,2002.0,toyota,camry,,,,,,,,,,,nc,35.982956,-80.00946
ann arbor,9926,2011.0,nissan,murano sv awd! awd,excellent,6 cylinders,gas,125475.0,,automatic,4wd,,SUV,,mi,42.568134,-83.813675
pittsburgh,5900,2010.0,subaru,forester,,,gas,177712.0,clean,automatic,,,SUV,green,pa,41.152847,-81.38965
south florida,0,2015.0,ford,transit,,,other,,clean,automatic,,,van,white,fl,25.840942,-80.31111
moses lake,250,1996.0,honda,civic sedan lx,fair,4 cylinders,gas,213000.0,clean,automatic,fwd,compact,sedan,white,wa,47.32196,-119.63359
finger lakes,35590,2017.0,ram,1500 crew cab big horn,good,8 cylinders,gas,22401.0,clean,other,4wd,,pickup,blue,ny,42.86,-76.98
hattiesburg,16900,2015.0,kia,optima,good,4 cylinders,gas,82999.0,clean,automatic,fwd,,sedan,white,ms,31.316065,-89.43711
redding,23590,2017.0,bmw,2 series 230i coupe 2d,good,,gas,33415.0,clean,automatic,rwd,,coupe,black,ca,33.7865,-84.4454
albany,13995,2014.0,buick,lacrosse premium,excellent,6 cylinders,gas,116593.0,clean,automatic,fwd,full-size,sedan,grey,ny,41.9099,-72.6029
atlanta,39990,2016.0,bmw,x6 xdrive35i sport utility,good,,gas,35457.0,clean,other,,,other,silver,ga,33.75,-84.39
